Label,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
1,,1144.5849609375,23.910999298095703,17.631000518798828,,14.77299976348877,,10.067000389099121,9.067999839782715,,,,5.556000232696533,5.556000232696533,74.96700286865234,,0.0,17.54800033569336,4.900000095367432,,25.12299919128418,14.095000267028809,,,5.734000205993652,,0.4090000092983246,,32.0,,7541988.5,,6.644000053405762,,,13.581000328063965,0.871999979019165,13.581000328063965,,,,-2.875,,,103.97799682617188,443.4320068359375,,10.0,3.0,,,1.0,,1.0,9.0,,10.0,0.0,1.0,2.0,0.0,2.0,170.0,,,,11.565999984741211,0.0,0.0,14.383999824523926,0.0,0.0,,17.892000198364258,36.430999755859375,11.480999946594238,,4.0,,,0.0,,17.569000244140625,30.589000701904297,,,0.0,5.75,20.847000122070312,,5.75,0.0,58.40800094604492,,11.836000442504883,24.47100067138672,35.22800064086914,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,95.33300018310547,,,,0.0,0.0,0.0,,1.0,,0.0,3.0,3.0,,0.0,0.0,,1.0,,0.0,,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,1.0,,3.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,
0,4.238999843597412,,14.182000160217285,11.616000175476074,11.616000175476074,8.288000106811523,,6.144000053405762,,5.044000148773193,,,,1.5520000457763672,17.60099983215332,9.58899974822998,0.0,19.256000518798828,0.0,12.842000007629395,0.0,0.0,,5.316999912261963,,260.17401123046875,0.8330000042915344,-1.4600000381469727,18.0,236.14199829101562,4656.123046875,,7.7870001792907715,,,,0.4490000009536743,,0.40700000524520874,0.02500000037252903,,-0.8159999847412109,-0.4490000009536743,2.0230000019073486,,260.3340148925781,,6.0,0.0,,,0.0,0.0,0.0,4.0,,6.0,0.0,10.0,0.0,,,106.0,20.52400016784668,,,0.0,,12.185999870300293,0.0,,,,,,11.456999778747559,0.0,0.0,19.062999725341797,,0.0,5.316999912261963,,46.577999114990234,,,0.0,0.0,,,0.0,,31.441999435424805,9.473999977111816,,,,0.0,0.0,0.0,90.6500015258789,0.0,,0.0,,0.0,0.0,,0.0,0.0,47.41699981689453,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,,,0.0,0.0,0.0,1.0,1.0,0.0,,,,0.0,0.0,1.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
1,,764.198974609375,,14.050999641418457,14.050999641418457,11.54800033569336,8.133000373840332,8.133000373840332,6.513000011444092,,4.5879998207092285,4.5879998207092285,,3.4089999198913574,5.60099983215332,,0.0,,,,12.133000373840332,,32.29399871826172,,9.99899959564209,,0.3499999940395355,,,,348132.59375,16.631000518798828,6.7210001945495605,3.055999994277954,,13.366999626159668,0.3610000014305115,13.366999626159668,,0.25,0.12300000339746475,-0.5619999766349792,,,90.91400146484375,324.39898681640625,0.0,,0.0,1.0,,,0.0,2.0,3.0,0.0,4.0,,5.0,0.0,0.0,,124.0,,11.418000221252441,,0.0,0.0,0.0,0.0,4.389999866485596,,0.0,18.198999404907227,74.43800354003906,,18.239999771118164,,,,,,,,,,,6.068999767303467,0.0,4.389999866485596,0.0,,25.540000915527344,16.94499969482422,17.148000717163086,35.095001220703125,42.46500015258789,,0.0,,36.2599983215332,,,,0.0,0.0,,0.0,0.0,13.366999626159668,42.215999603271484,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0
0,2.056999921798706,,18.829999923706055,16.038999557495117,16.038999557495117,,9.755999565124512,,6.857999801635742,6.857999801635742,5.318999767303467,,3.609999895095825,,11.569999694824219,,0.0,12.524999618530273,12.107999801635742,45.194000244140625,0.0,0.0,,30.58799934387207,,,,,26.0,326.2460021972656,758405.6875,20.48200035095215,,,157.09300231933594,,0.44999998807907104,12.824000358581543,,0.01600000075995922,0.3440000116825104,-1.5809999704360962,,,103.43699645996094,,,,1.0,,1.0,,0.0,1.0,4.0,,4.0,,,1.0,,,,,,12.208000183105469,0.0,,5.968999862670898,4.900000095367432,4.795000076293945,,,75.28299713134766,,,6.545000076293945,,14.637999534606934,5.968999862670898,0.0,4.900000095367432,5.918000221252441,51.553001403808594,26.240999221801758,35.89500045776367,0.0,,,0.0,0.0,0.0,42.21699905395508,,17.759000778198242,,30.332000732421875,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,56.91699981689453,0.0,1.0,0.0,,,0.0,,0.0,,,1.0,1.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,,
0,1.8240000009536743,851.7340087890625,26.010000228881836,,,,11.840999603271484,11.840999603271484,9.038000106811523,9.038000106811523,5.747000217437744,5.747000217437744,,4.019999980926514,,33.28499984741211,,,,,18.208999633789062,19.92300033569336,12.152000427246094,0.0,,,0.5770000219345093,-2.359999895095825,35.0,,28408674.0,,13.654999732971191,10.031000137329102,203.61300659179688,,0.4909999966621399,,0.41600000858306885,0.009999999776482582,0.41600000858306885,,,4.427000045776367,124.53199768066406,500.5539855957031,3.0,6.0,1.0,,1.0,,,1.0,6.0,3.0,,0.0,14.0,,0.0,1.0,196.0,24.792999267578125,,0.0,0.0,0.0,,4.795000076293945,0.0,,0.0,30.3700008392334,57.22700119018555,18.760000228881836,23.875,2.0,,5.968999862670898,,,11.836000442504883,76.54399871826172,6.60699987411499,,0.0,5.75,,13.170999526977539,5.75,,,15.708000183105469,,51.51499938964844,48.56999969482422,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,3.0,,,0.0,0.0,,0.0,,0.0,1.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,,0.0,,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,,0.0,,,1.0,0.0
0,2.2300000190734863,,14.11299991607666,11.006999969482422,11.76200008392334,9.664999961853027,,,,,3.36899995803833,3.6040000915527344,,2.4779999256134033,0.0,4.795000076293945,0.0,,,22.525999069213867,,18.013999938964844,42.46500015258789,4.992000102996826,,284.0719909667969,,-2.130000114440918,20.0,,50100.21484375,12.880999565124512,5.0980000495910645,2.2079999446868896,,12.02400016784668,,,0.24799999594688416,,,-0.02800000086426735,,3.1540000438690186,81.80999755859375,284.7460021972656,,,0.0,1.0,1.0,2.0,0.0,2.0,2.0,,,0.0,,,,0.0,100.0,,6.545000076293945,0.0,5.9070000648498535,0.0,0.0,,0.0,,0.0,41.93299865722656,18.198999404907227,,11.39900016784668,,4.795000076293945,,,0.0,4.992000102996826,0.0,,,,0.0,4.900000095367432,5.686999797821045,,,25.211000442504883,4.795000076293945,0.0,,,5.0229997634887695,,,,0.0,,0.0,,0.0,,0.0,0.0,,39.50299835205078,0.0,0.0,0.0,,,0.0,,,0.0,,1.0,1.0,0.0,0.0,,2.0,,0.0,0.0,1.0,,,,,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,2.0,1.0,,0.0,,,0.0,0.0,,,1.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,,221.69400024414062,,,5.242000102996826,4.8429999351501465,,,1.7089999914169312,1.7089999914169312,,1.0740000009536743,0.5870000123977661,0.5870000123977661,0.0,4.795000076293945,0.0,5.9070000648498535,5.563000202178955,0.0,,,5.426000118255615,,,137.0590057373047,,,10.0,130.08599853515625,,6.697000026702881,2.931999921798706,1.2949999570846558,58.0369987487793,,0.28999999165534973,10.75,0.26499998569488525,0.30300000309944153,,-0.30300000309944153,-0.28999999165534973,-0.3149999976158142,35.89099884033203,,,4.0,0.0,0.0,,0.0,1.0,,,2.0,4.0,0.0,,0.0,,0.0,52.0,0.0,0.0,,0.0,,,,,0.0,,0.0,12.133000373840332,,,1.0,,5.9070000648498535,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,10.890999794006348,0.0,,10.357999801635742,24.525999069213867,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.83300018310547,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,0.0,,,0.0,,,1.0,,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,
0,1.5290000438690186,,,,13.130999565124512,10.8100004196167,8.961999893188477,,7.630000114440918,7.630000114440918,6.533999919891357,6.533999919891357,5.413000106811523,,,4.795000076293945,0.0,0.0,17.867000579833984,,,,0.0,27.999000549316406,0.0,296.1889953613281,0.6320000290870667,-1.350000023841858,,,274279.1875,13.121999740600586,,,,13.137999534606934,0.3330000042915344,13.137999534606934,,0.3140000104904175,,0.3140000104904175,-0.3330000042915344,2.6570000648498535,,296.41400146484375,0.0,3.0,1.0,,5.0,1.0,,1.0,2.0,0.0,,0.0,1.0,0.0,3.0,3.0,116.0,,,,0.0,5.9070000648498535,0.0,,0.0,0.0,0.0,,68.30500030517578,,0.0,6.0,,,0.0,9.800000190734863,5.918000221252441,,26.179000854492188,,0.0,,0.0,0.0,,,47.928001403808594,,,,18.198999404907227,0.0,,,,,0.0,0.0,,,,,,0.0,41.16699981689453,,0.0,0.0,,,0.0,,,,,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,3.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
0,,634.8200073242188,13.527000427246094,11.918999671936035,11.918999671936035,9.826000213623047,,,,5.97599983215332,,4.678999900817871,3.640000104904175,,,,,,6.041999816894531,26.05500030517578,22.378000259399414,,0.0,65.37799835205078,,264.1629943847656,0.3330000042915344,,,,76322.1328125,11.979999542236328,4.63700008392334,1.8320000171661377,,2.611999988555908,,2.611999988555908,0.06700000166893005,0.49399998784065247,0.06700000166893005,,,3.0840001106262207,83.27400207519531,,,2.0,,,2.0,2.0,,,2.0,0.0,2.0,,0.0,0.0,,,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,42.46500015258789,36.224998474121094,25.32200050354004,6.041999816894531,,,5.686999797821045,0.0,4.900000095367432,0.0,,31.582000732421875,,,0.0,,,0.0,0.0,,6.421000003814697,0.0,22.73200035095215,,0.0,0.0,0.0,6.480000019073486,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,
0,,735.1729736328125,,10.663000106811523,13.807000160217285,,6.059000015258789,8.680000305175781,,,,,1.9889999628067017,5.51800012588501,0.0,,,5.25,,15.553000450134277,,52.87799835205078,12.133000373840332,11.053000450134277,23.20199966430664,352.96099853515625,,-1.059999942779541,,,,14.859999656677246,6.368000030517578,3.0899999141693115,,,,9.378999710083008,,,0.14499999582767487,0.2240000069141388,-0.29600000381469727,5.060999870300293,,354.2869873046875,,3.0,,,1.0,1.0,1.0,,,,,,,0.0,1.0,,,0.0,,,,0.0,0.0,4.566999912261963,4.984000205993652,5.26200008392334,,,,33.44200134277344,10.564000129699707,3.0,0.0,52.42300033569336,5.26200008392334,9.550999641418457,,5.25,5.752999782562256,,,6.068999767303467,,0.0,,46.72600173950195,,,11.331000328063965,10.812999725341797,,10.045000076293945,,0.0,,0.0,15.527999877929688,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,2.0,,,0.0,0.0,,,0.0,0.0,,3.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,2.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,
1,,42.91299819946289,4.283999919891357,2.433000087738037,2.433000087738037,2.2699999809265137,,,,,,0.10999999940395355,0.0,0.0,6.031000137329102,,0.0,0.0,0.0,0.0,5.480000019073486,0.0,0.0,5.734000205993652,5.206999778747559,76.0270004272461,,,5.0,,,4.230000019073486,,3.2300000190734863,,9.229000091552734,0.3499999940395355,9.229000091552734,0.33500000834465027,,,-0.9399999976158142,-0.3499999940395355,-0.9559999704360962,14.505999565124512,,,,,,0.0,0.0,0.0,0.0,,3.0,,,1.0,0.0,,,30.0,,,,,,6.031000137329102,,10.274999618530273,,0.0,,,0.0,0.0,0.0,,,0.0,5.480000019073486,,0.0,0.0,0.0,,0.0,11.21399974822998,4.795000076293945,0.0,,,0.0,,,0.0,0.0,0.0,0.0,75.3499984741211,0.0,,0.0,0.0,,,,,0.0,21.16699981689453,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,0.0,0.0,,,1.0,1.0,1.0,0.0,,,0.0,,,0.0,,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,0.0,,1.0,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,1.0
1,,898.0120239257812,20.923999786376953,,,,10.569000244140625,11.324999809265137,7.823999881744385,,,6.566999912261963,,4.432000160217285,,,,,23.072999954223633,,,0.0,30.332000732421875,,27.93899917602539,447.14801025390625,,-1.9500000476837158,30.0,421.1780090332031,8073776.0,21.288000106811523,,5.203000068664551,,11.54699993133545,0.49399998784065247,,0.2240000069141388,,0.2240000069141388,,-0.49399998784065247,4.859000205993652,,,1.0,,0.0,2.0,2.0,,0.0,,4.0,1.0,,0.0,7.0,0.0,1.0,1.0,,14.954000473022461,5.75,0.0,5.9070000648498535,0.0,0.0,,0.0,0.0,,,49.56999969482422,44.354000091552734,,4.0,,,0.0,,,,,52.00699996948242,,,,,5.75,23.20199966430664,50.13800048828125,,0.0,,,,0.0,0.0,44.810001373291016,,,0.0,0.0,0.0,0.0,0.0,,,51.38600158691406,0.0,0.0,,,0.0,,,0.0,0.0,0.0,1.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,1.0,,,0.0,,,,0.0,0.0,,0.0,,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,1.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,2.0,
0,2.492000102996826,296.7619934082031,10.388999938964844,,,6.736000061035156,,,3.6579999923706055,3.6579999923706055,2.4670000076293945,,1.4110000133514404,1.4110000133514404,,0.0,0.0,0.0,,,5.563000202178955,0.0,,49.05699920654297,6.422999858856201,187.13600158691406,,-1.2599999904632568,,,1518.1719970703125,10.817999839782715,5.466000080108643,3.23799991607666,86.74500274658203,,0.2919999957084656,,0.05999999865889549,0.49399998784065247,,,,2.183000087738037,61.07099914550781,187.28599548339844,,,0.0,0.0,0.0,,0.0,,1.0,,1.0,0.0,4.0,,,0.0,74.0,0.0,0.0,,0.0,0.0,,,,0.0,6.422999858856201,,,6.041999816894531,,,0.0,,0.0,,0.0,,13.592000007629395,35.89500045776367,0.0,,,,0.0,,24.534000396728516,,,,30.332000732421875,0.0,,,3.240000009536743,0.0,0.0,0.0,,0.0,0.0,,,,28.5,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,1.0,0.0,0.0,0.0,0.0,,0.0
0,2.690999984741211,,12.345000267028809,9.857999801635742,9.857999801635742,,5.23799991607666,5.23799991607666,,,2.134999990463257,2.134999990463257,,,,15.319999694824219,0.0,,,0.0,18.198999404907227,,,5.316999912261963,0.0,225.13600158691406,,-1.2599999904632568,16.0,,,12.807999610900879,4.718999862670898,4.081999778747559,,9.847999572753906,0.5080000162124634,9.847999572753906,,0.050999999046325684,,-0.753000020980835,-0.5080000162124634,,62.48699951171875,225.28799438476562,4.0,,0.0,0.0,0.0,1.0,0.0,,4.0,4.0,,0.0,4.0,0.0,0.0,,,20.63599967956543,11.49899959564209,0.0,0.0,,,,,0.0,0.0,0.0,,,,1.0,,0.0,,,0.0,,6.545000076293945,23.76300048828125,0.0,11.49899959564209,5.316999912261963,,11.49899959564209,,,0.0,,32.43899917602539,18.198999404907227,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,,2.0,0.0,0.0,,0.0,0.0,1.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,2.0,0.0,,,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,
1,,590.7979736328125,,10.397000312805176,10.397000312805176,,5.749000072479248,5.749000072479248,4.2230000495910645,,3.0309998989105225,3.0309998989105225,1.809999942779541,1.809999942779541,5.968999862670898,4.795000076293945,,,5.686999797821045,11.25100040435791,5.563000202178955,18.198999404907227,,5.316999912261963,5.10699987411499,241.11000061035156,0.13300000131130219,-2.2899999618530273,18.0,226.1699981689453,,,,2.3480000495910645,106.08899688720703,11.12399959564209,0.4779999852180481,11.12399959564209,,0.2759999930858612,,-0.9269999861717224,-0.4779999852180481,,,241.2899932861328,2.0,,,0.0,0.0,2.0,0.0,2.0,,,3.0,0.0,3.0,,0.0,0.0,,10.42300033569336,,0.0,0.0,0.0,,,4.795000076293945,0.0,,24.264999389648438,43.17300033569336,,11.25100040435791,,,17.3439998626709,,0.0,0.0,,,59.154998779296875,0.0,,5.316999912261963,11.375,,,,0.0,13.847000122070312,21.485000610351562,42.46500015258789,0.0,0.0,0.0,49.33000183105469,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,43.5,,,,0.0,1.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,,,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,,,0.0,2.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
0,1.4900000095367432,,,27.798999786376953,27.798999786376953,,17.01300048828125,17.01300048828125,12.993000030517578,12.993000030517578,9.586999893188477,,,7.370999813079834,0.0,,0.0,22.99799919128418,,77.96199798583984,0.0,,84.92900085449219,9.968000411987305,9.968000411987305,680.2420043945312,,,,,1360000057344.0,30.958999633789062,12.366999626159668,5.5229997634887695,297.5260009765625,10.581999778747559,,10.581999778747559,,0.13500000536441803,,0.13500000536441803,,9.868000030517578,205.5050048828125,680.7639770507812,,,,,,4.0,4.0,8.0,6.0,6.0,,,4.0,0.0,0.0,,252.0,30.393999099731445,22.99799919128418,0.0,,,0.0,4.984000205993652,4.984000205993652,,0.0,,120.0250015258789,44.32099914550781,,,,33.099998474121094,0.0,,,12.842000007629395,0.0,,0.0,67.50599670410156,0.0,0.0,,0.0,40.36199951171875,12.842000007629395,,11.387999534606934,,,,0.0,138.27999877929688,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,115.33300018310547,0.0,0.0,,,,4.0,2.0,,0.0,0.0,,0.0,0.0,,,2.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,0.0,2.0,,,0.0,4.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,4.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,0.0,0.0,,0.0
1,2.068000078201294,1136.739990234375,,,17.604000091552734,14.866999626159668,,,,,,,5.576000213623047,,75.63899993896484,,,11.312999725341797,5.563000202178955,,,,,,5.734000205993652,,0.4090000092983246,-3.2100000381469727,,420.24798583984375,8427683.0,22.000999450683594,,2.4779999256134033,182.4290008544922,13.654999732971191,0.5080000162124634,13.654999732971191,0.2549999952316284,,0.2549999952316284,,,,110.34500122070312,,7.0,10.0,3.0,0.0,3.0,1.0,0.0,1.0,9.0,,10.0,0.0,2.0,,0.0,1.0,170.0,31.266000747680664,22.840999603271484,11.383999824523926,5.7829999923706055,5.9070000648498535,,19.284000396728516,0.0,,,,,,23.62700080871582,4.0,39.91600036621094,23.232999801635742,,,17.569000244140625,,14.095000267028809,46.23099899291992,,,5.734000205993652,0.0,5.75,,,14.383999824523926,11.836000442504883,,35.104000091552734,0.0,5.758999824523926,0.0,,,0.0,0.0,0.0,,0.0,,,,93.58300018310547,,4.0,,0.0,,0.0,,,0.0,0.0,,,0.0,,0.0,1.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,3.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,2.0,,,0.0,,,,0.0,,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0
